!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
34.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
